case,family,n,pnl,delta,wr,mdd,mh_n,mh_pnl,d_discover,d_validate,d_holdout,folds_better,worst_fold_delta
BASELINE,baseline,278,8051.97,0.0,63.31,330.1,78,-3538.7,0.0,0.0,0.0,0,0.0
L_DEFAULT=4,mh_parameter,269,7095.47,-956.5,59.48,299.61,84,-3489.18,-515.43,-304.52,-136.55,1,-367.71
L_DEFAULT=5,mh_parameter,281,7521.59,-530.38,60.85,311.1,80,-3623.84,-179.99,-292.38,-58.01,1,-311.38
L_DEFAULT=6,mh_parameter,278,8051.97,0.0,63.31,330.1,78,-3538.7,0.0,0.0,0.0,0,0.0
L_DEFAULT=7,mh_parameter,278,7708.38,-343.59,63.31,304.56,74,-3586.6,-210.88,11.08,-143.79,1,-125.47
L_DEFAULT=8,mh_parameter,270,7507.84,-544.13,62.96,316.45,72,-3526.29,-436.4,41.69,-149.42,2,-330.43
L_DEFAULT=9,mh_parameter,267,7522.09,-529.88,62.55,328.45,71,-3447.66,-613.42,154.37,-70.83,3,-502.88
L_MILD_UP=5,mh_parameter,277,7665.39,-386.58,62.82,394.47,79,-3614.0,-58.4,-387.62,59.44,3,-262.62
L_MILD_UP=6,mh_parameter,276,7935.57,-116.4,63.41,372.59,79,-3556.21,44.79,-254.6,93.41,3,-168.56
L_MILD_UP=7,mh_parameter,278,8051.97,0.0,63.31,330.1,78,-3538.7,0.0,0.0,0.0,0,0.0
L_MILD_UP=8,mh_parameter,278,7989.75,-62.22,62.95,328.07,79,-3443.74,-15.13,-5.87,-41.22,2,-41.22
L_MILD_UP=9,mh_parameter,278,7890.91,-161.06,63.31,352.46,76,-3368.76,-47.19,-78.42,-35.45,0,-56.06
L_CONDITIONAL=3,mh_parameter,280,7907.79,-144.18,62.14,348.2,86,-3853.4,51.52,-179.02,-16.68,3,-160.92
L_CONDITIONAL=4,mh_parameter,281,7927.45,-124.52,62.63,331.21,82,-3678.86,-39.79,-69.86,-14.87,1,-68.75
L_CONDITIONAL=5,mh_parameter,278,8051.97,0.0,63.31,330.1,78,-3538.7,0.0,0.0,0.0,0,0.0
L_CONDITIONAL=6,mh_parameter,278,7978.68,-73.29,63.67,326.56,78,-3622.62,0.57,-75.3,1.44,3,-78.84
S_DEFAULT=6,mh_parameter,279,7230.77,-821.2,59.5,309.82,80,-3461.07,-51.81,-483.81,-285.58,2,-649.17
S_DEFAULT=7,mh_parameter,279,7549.35,-502.62,60.93,307.07,86,-3749.87,66.75,-465.65,-103.72,2,-524.18
S_DEFAULT=8,mh_parameter,279,7656.98,-394.99,62.01,320.37,77,-3682.11,57.65,-441.19,-11.45,1,-378.5
S_DEFAULT=9,mh_parameter,278,7621.73,-430.24,62.59,321.61,75,-3702.85,-42.94,-323.59,-63.71,1,-227.17
S_DEFAULT=10,mh_parameter,278,8051.97,0.0,63.31,330.1,78,-3538.7,0.0,0.0,0.0,0,0.0
S_DEFAULT=11,mh_parameter,278,8269.35,217.38,64.03,340.89,74,-3653.78,78.05,-124.43,263.76,3,-52.76
S_DEFAULT=12,mh_parameter,278,8129.7,77.73,64.03,323.71,75,-3447.94,32.98,-109.92,154.67,2,-141.51
S_DEFAULT=13,mh_parameter,278,8314.29,262.32,64.75,320.21,71,-3088.5,133.5,-90.37,219.19,3,-101.27
S_DEFAULT=14,mh_parameter,277,8312.51,260.54,64.98,342.08,67,-3137.5,99.1,-83.49,244.93,2,-130.98
S_DEFAULT=15,mh_parameter,270,7928.25,-123.72,64.07,322.6,68,-3057.41,-323.49,-78.63,278.4,2,-506.21
S_DEFAULT=16,mh_parameter,271,7785.13,-266.84,64.21,353.52,68,-3229.74,-334.01,-180.66,247.83,2,-415.12
S_DEFAULT=17,mh_parameter,270,7735.29,-316.68,64.81,358.45,67,-3282.11,-378.06,-136.79,198.17,3,-445.67
S_DEFAULT=18,mh_parameter,268,7674.95,-377.02,65.3,385.6,64,-3186.51,-558.55,31.61,149.92,3,-457.67
S_DEFAULT=19,mh_parameter,267,7636.08,-415.89,65.17,388.81,63,-2955.21,-717.29,135.83,165.57,3,-579.78
S_DEFAULT=20,mh_parameter,267,7623.51,-428.46,65.54,386.23,61,-2844.98,-644.82,14.6,201.76,3,-466.92
S_MILD_UP=8,mh_parameter,279,7974.3,-77.67,63.08,313.75,75,-3634.18,2.65,-94.91,14.59,2,-142.35
S_MILD_UP=9,mh_parameter,278,7879.69,-172.28,63.31,332.73,75,-3627.93,-41.37,-91.12,-39.79,1,-74.05
S_MILD_UP=10,mh_parameter,278,8051.97,0.0,63.31,330.1,78,-3538.7,0.0,0.0,0.0,0,0.0
S_MILD_UP=11,mh_parameter,278,8088.59,36.62,64.39,348.51,75,-3642.74,47.16,-122.98,112.44,3,-75.77
S_MILD_UP=12,mh_parameter,278,7991.26,-60.71,64.39,346.74,76,-3575.44,-20.99,-99.18,59.46,3,-129.02
S_MILD_UP=13,mh_parameter,278,8118.74,66.77,65.11,346.74,72,-3329.05,51.72,-67.9,82.95,3,-99.51
S_MILD_UP=14,mh_parameter,278,8054.16,2.19,64.75,346.74,71,-3345.6,6.05,-71.46,67.6,3,-108.4
S_MILD_UP=15,mh_parameter,276,7867.74,-184.23,64.86,346.74,73,-3497.3,-143.56,-78.41,37.74,3,-132.93
S_MILD_UP=16,mh_parameter,276,7929.91,-122.06,65.22,347.34,72,-3533.77,-75.71,-98.01,51.66,2,-93.05
S_MILD_UP=17,mh_parameter,276,8023.95,-28.02,65.58,346.74,70,-3379.35,-84.93,-1.22,58.13,3,-101.38
S_MILD_UP=18,mh_parameter,275,7962.86,-89.11,65.82,351.12,67,-3271.88,-218.1,49.29,79.7,2,-84.39
S_DOWN=8,mh_parameter,278,7734.65,-317.32,62.23,320.37,80,-3586.63,55.0,-346.28,-26.04,3,-329.31
S_DOWN=9,mh_parameter,278,7855.05,-196.92,62.95,321.61,77,-3563.95,-1.57,-232.47,37.12,3,-201.93
S_DOWN=10,mh_parameter,278,8051.97,0.0,63.31,330.1,78,-3538.7,0.0,0.0,0.0,0,0.0
S_DOWN=11,mh_parameter,278,8232.73,180.76,62.95,322.48,77,-3549.74,30.89,-1.45,151.32,3,-40.66
S_DOWN=12,mh_parameter,278,8190.41,138.44,62.95,324.59,77,-3411.2,53.97,-10.74,95.21,3,-55.62
S_DOWN=13,mh_parameter,278,8247.52,195.55,62.95,332.21,77,-3298.15,81.78,-22.47,136.24,3,-47.46
S_DOWN=14,mh_parameter,277,8310.32,258.35,63.54,342.08,74,-3330.6,93.05,-12.03,177.33,2,-79.89
S_DOWN=15,mh_parameter,270,7951.79,-100.18,62.59,322.6,72,-3030.1,-340.62,-0.22,240.66,2,-476.24
S_DOWN=16,mh_parameter,271,7778.08,-273.89,62.36,356.21,73,-3165.96,-387.41,-82.65,196.17,2,-476.24
S_DOWN=17,mh_parameter,275,7660.14,-391.83,62.55,360.63,75,-3409.0,-422.24,-135.57,165.98,2,-476.24
S_DOWN=18,mh_parameter,271,7653.42,-398.55,63.1,322.31,73,-3365.1,-484.05,-17.68,103.18,2,-476.24
S_UP=5,mh_parameter,279,7854.86,-197.11,62.01,330.1,83,-3528.92,-48.09,-149.39,0.37,1,-149.39
S_UP=6,mh_parameter,278,7926.17,-125.8,62.59,330.1,81,-3530.24,2.81,-139.66,11.05,2,-139.66
S_UP=7,mh_parameter,278,7853.46,-198.51,62.95,330.1,80,-3604.3,-21.62,-184.08,7.19,1,-184.08
S_UP=8,mh_parameter,278,8051.97,0.0,63.31,330.1,78,-3538.7,0.0,0.0,0.0,0,0.0
S_UP=9,mh_parameter,278,8027.23,-24.74,63.31,330.1,78,-3553.5,-25.68,5.99,-5.05,1,-25.24
S_UP=10,mh_parameter,278,8030.65,-21.32,63.31,330.1,79,-3560.18,-54.78,26.29,7.17,2,-54.34
S_UP=11,mh_parameter,278,8080.35,28.38,63.31,330.1,79,-3526.48,-41.57,47.97,21.98,3,-57.13
S_UP=12,mh_parameter,278,8063.94,11.97,62.95,330.1,78,-3512.02,-149.09,136.54,24.52,2,-140.14
S_UP=13,mh_parameter,278,8104.02,52.05,62.95,330.1,79,-3476.34,-57.59,85.12,24.52,2,-48.64
S_UP=14,mh_parameter,278,7966.05,-85.92,62.95,330.1,80,-3619.1,-122.64,39.48,-2.76,1,-113.69
STALL_L_N2_P+0.000_M0.005_G0,stalled_underwater,279,6589.78,-1462.19,55.2,369.85,105,-3774.65,-212.4,-1021.45,-228.34,1,-675.7
STALL_L_N2_P+0.000_M0.005_G1,stalled_underwater,278,6770.27,-1281.7,56.12,371.61,101,-3635.08,-283.14,-970.6,-27.96,0,-612.94
STALL_L_N2_P+0.000_M0.005_G2,stalled_underwater,280,7646.49,-405.48,60.0,296.81,89,-3489.47,-116.28,-294.4,5.2,2,-327.69
STALL_L_N2_P+0.000_M0.010_G0,stalled_underwater,262,6000.56,-2051.41,51.91,389.78,112,-3805.94,-638.88,-1030.56,-381.97,1,-654.73
STALL_L_N2_P+0.000_M0.010_G1,stalled_underwater,265,5994.74,-2057.23,52.45,445.88,110,-3976.98,-818.91,-1085.72,-152.6,0,-653.79
STALL_L_N2_P+0.000_M0.010_G2,stalled_underwater,271,6859.43,-1192.54,56.46,353.84,95,-3610.22,-482.16,-505.05,-205.33,0,-481.31
STALL_L_N2_P+0.000_M0.990_G0,stalled_underwater,262,6000.56,-2051.41,51.91,389.78,112,-3805.94,-638.88,-1030.56,-381.97,1,-654.73
STALL_L_N2_P+0.000_M0.990_G1,stalled_underwater,265,5994.74,-2057.23,52.45,445.88,110,-3976.98,-818.91,-1085.72,-152.6,0,-653.79
STALL_L_N2_P+0.000_M0.990_G2,stalled_underwater,271,6859.43,-1192.54,56.46,353.84,95,-3610.22,-482.16,-505.05,-205.33,0,-481.31
STALL_L_N2_P-0.005_M0.005_G0,stalled_underwater,278,6719.22,-1332.75,59.35,359.15,92,-3883.11,-227.86,-998.8,-106.09,1,-653.6
STALL_L_N2_P-0.005_M0.005_G1,stalled_underwater,279,7016.9,-1035.07,59.86,369.97,90,-3753.24,-32.61,-949.46,-53.0,1,-593.44
STALL_L_N2_P-0.005_M0.005_G2,stalled_underwater,279,7678.13,-373.84,62.01,313.85,83,-3605.0,39.24,-401.1,-11.98,2,-417.35
STALL_L_N2_P-0.005_M0.010_G0,stalled_underwater,268,6299.67,-1752.3,58.96,376.25,95,-4099.68,-633.0,-931.07,-188.23,1,-645.73
STALL_L_N2_P-0.005_M0.010_G1,stalled_underwater,268,6648.55,-1403.42,59.7,455.17,91,-4042.1,-247.47,-1034.66,-121.29,1,-593.44
STALL_L_N2_P-0.005_M0.010_G2,stalled_underwater,268,7295.22,-756.75,61.94,370.88,82,-3725.68,-206.21,-458.13,-92.41,1,-417.35
STALL_L_N2_P-0.005_M0.990_G0,stalled_underwater,268,6299.67,-1752.3,58.96,376.25,95,-4099.68,-633.0,-931.07,-188.23,1,-645.73
STALL_L_N2_P-0.005_M0.990_G1,stalled_underwater,268,6648.55,-1403.42,59.7,455.17,91,-4042.1,-247.47,-1034.66,-121.29,1,-593.44
STALL_L_N2_P-0.005_M0.990_G2,stalled_underwater,268,7295.22,-756.75,61.94,370.88,82,-3725.68,-206.21,-458.13,-92.41,1,-417.35
STALL_L_N2_P-0.010_M0.005_G0,stalled_underwater,277,7452.79,-599.18,61.73,330.58,86,-3847.45,41.57,-573.31,-67.44,2,-572.83
STALL_L_N2_P-0.010_M0.005_G1,stalled_underwater,277,7622.16,-429.81,62.45,348.2,82,-3691.98,15.4,-447.54,2.33,2,-429.44
STALL_L_N2_P-0.010_M0.005_G2,stalled_underwater,279,7477.4,-574.57,62.01,331.21,83,-3805.73,-10.38,-552.21,-11.98,1,-551.1
STALL_L_N2_P-0.010_M0.010_G0,stalled_underwater,266,7005.42,-1046.55,61.28,428.76,86,-4142.8,-249.31,-671.49,-125.75,1,-572.83
STALL_L_N2_P-0.010_M0.010_G1,stalled_underwater,266,7200.06,-851.91,62.41,446.38,82,-4017.26,-250.21,-545.72,-55.98,2,-429.44
STALL_L_N2_P-0.010_M0.010_G2,stalled_underwater,266,7108.31,-943.66,62.03,401.22,80,-3861.9,-251.15,-622.22,-70.29,1,-551.1
STALL_L_N2_P-0.010_M0.990_G0,stalled_underwater,266,7005.42,-1046.55,61.28,428.76,86,-4142.8,-249.31,-671.49,-125.75,1,-572.83
STALL_L_N2_P-0.010_M0.990_G1,stalled_underwater,266,7200.06,-851.91,62.41,446.38,82,-4017.26,-250.21,-545.72,-55.98,2,-429.44
STALL_L_N2_P-0.010_M0.990_G2,stalled_underwater,266,7108.31,-943.66,62.03,401.22,80,-3861.9,-251.15,-622.22,-70.29,1,-551.1
STALL_L_N3_P+0.000_M0.005_G0,stalled_underwater,278,6770.27,-1281.7,56.12,371.61,101,-3635.08,-283.14,-970.6,-27.96,0,-612.94
STALL_L_N3_P+0.000_M0.005_G1,stalled_underwater,280,7646.49,-405.48,60.0,296.81,89,-3489.47,-116.28,-294.4,5.2,2,-327.69
STALL_L_N3_P+0.000_M0.005_G2,stalled_underwater,282,7707.79,-344.18,61.7,309.94,85,-3638.81,33.11,-382.46,5.17,4,-402.62
STALL_L_N3_P+0.000_M0.010_G0,stalled_underwater,265,5994.74,-2057.23,52.45,445.88,110,-3976.98,-818.91,-1085.72,-152.6,0,-653.79
STALL_L_N3_P+0.000_M0.010_G1,stalled_underwater,271,6859.43,-1192.54,56.46,353.84,95,-3610.22,-482.16,-505.05,-205.33,0,-481.31
STALL_L_N3_P+0.000_M0.010_G2,stalled_underwater,280,7490.2,-561.77,61.07,373.97,87,-3818.66,-90.39,-446.49,-24.89,2,-402.62
STALL_L_N3_P+0.000_M0.990_G0,stalled_underwater,265,5994.74,-2057.23,52.45,445.88,110,-3976.98,-818.91,-1085.72,-152.6,0,-653.79
STALL_L_N3_P+0.000_M0.990_G1,stalled_underwater,271,6859.43,-1192.54,56.46,353.84,95,-3610.22,-482.16,-505.05,-205.33,0,-481.31
STALL_L_N3_P+0.000_M0.990_G2,stalled_underwater,280,7490.2,-561.77,61.07,373.97,87,-3818.66,-90.39,-446.49,-24.89,2,-402.62
STALL_L_N3_P-0.005_M0.005_G0,stalled_underwater,279,7016.9,-1035.07,59.86,369.97,90,-3753.24,-32.61,-949.46,-53.0,1,-593.44
STALL_L_N3_P-0.005_M0.005_G1,stalled_underwater,279,7678.13,-373.84,62.01,313.85,83,-3605.0,39.24,-401.1,-11.98,2,-417.35
STALL_L_N3_P-0.005_M0.005_G2,stalled_underwater,281,7700.5,-351.47,62.28,313.0,82,-3621.8,40.46,-385.52,-6.41,3,-402.62
STALL_L_N3_P-0.005_M0.010_G0,stalled_underwater,268,6648.55,-1403.42,59.7,455.17,91,-4042.1,-247.47,-1034.66,-121.29,1,-593.44
STALL_L_N3_P-0.005_M0.010_G1,stalled_underwater,268,7295.22,-756.75,61.94,370.88,82,-3725.68,-206.21,-458.13,-92.41,1,-417.35
STALL_L_N3_P-0.005_M0.010_G2,stalled_underwater,277,7531.59,-520.38,62.09,377.03,81,-3715.36,-6.11,-449.55,-64.72,1,-402.62
STALL_L_N3_P-0.005_M0.990_G0,stalled_underwater,268,6648.55,-1403.42,59.7,455.17,91,-4042.1,-247.47,-1034.66,-121.29,1,-593.44
STALL_L_N3_P-0.005_M0.990_G1,stalled_underwater,268,7295.22,-756.75,61.94,370.88,82,-3725.68,-206.21,-458.13,-92.41,1,-417.35
STALL_L_N3_P-0.005_M0.990_G2,stalled_underwater,277,7531.59,-520.38,62.09,377.03,81,-3715.36,-6.11,-449.55,-64.72,1,-402.62
STALL_L_N3_P-0.010_M0.005_G0,stalled_underwater,277,7622.16,-429.81,62.45,348.2,82,-3691.98,15.4,-447.54,2.33,2,-429.44
STALL_L_N3_P-0.010_M0.005_G1,stalled_underwater,279,7477.4,-574.57,62.01,331.21,83,-3805.73,-10.38,-552.21,-11.98,1,-551.1
STALL_L_N3_P-0.010_M0.005_G2,stalled_underwater,281,7956.7,-95.27,62.63,330.1,81,-3624.16,17.71,-106.57,-6.41,2,-106.57
STALL_L_N3_P-0.010_M0.010_G0,stalled_underwater,266,7200.06,-851.91,62.41,446.38,82,-4017.26,-250.21,-545.72,-55.98,2,-429.44
STALL_L_N3_P-0.010_M0.010_G1,stalled_underwater,266,7108.31,-943.66,62.03,401.22,80,-3861.9,-251.15,-622.22,-70.29,1,-551.1
STALL_L_N3_P-0.010_M0.010_G2,stalled_underwater,277,7803.23,-248.74,62.45,394.47,80,-3702.28,-13.08,-170.94,-64.72,1,-122.68
STALL_L_N3_P-0.010_M0.990_G0,stalled_underwater,266,7200.06,-851.91,62.41,446.38,82,-4017.26,-250.21,-545.72,-55.98,2,-429.44
STALL_L_N3_P-0.010_M0.990_G1,stalled_underwater,266,7108.31,-943.66,62.03,401.22,80,-3861.9,-251.15,-622.22,-70.29,1,-551.1
STALL_L_N3_P-0.010_M0.990_G2,stalled_underwater,277,7803.23,-248.74,62.45,394.47,80,-3702.28,-13.08,-170.94,-64.72,1,-122.68
STALL_L_N4_P+0.000_M0.005_G0,stalled_underwater,280,7646.49,-405.48,60.0,296.81,89,-3489.47,-116.28,-294.4,5.2,2,-327.69
STALL_L_N4_P+0.000_M0.005_G1,stalled_underwater,282,7707.79,-344.18,61.7,309.94,85,-3638.81,33.11,-382.46,5.17,4,-402.62
STALL_L_N4_P+0.000_M0.005_G2,stalled_underwater,281,7900.26,-151.71,62.63,326.56,81,-3673.29,-22.57,-130.58,1.44,3,-134.12
